time,open,high,low,close
1780593960,30793.5,30799.25,30790.5,30798.5
1780594020,30798.25,30805,30795.75,30804
1780594080,30803.5,30809.25,30801,30803.75
1780594140,30803.25,30806.5,30797.25,30803.25
1780594200,30803.5,30817,30800.5,30815.25
1780594260,30814.5,30816.5,30810.5,30811.5
1780594320,30811.5,30825.5,30811,30824.75
1780594380,30824.75,30829,30822.25,30827.25
1780594440,30827,30829.25,30819,30820.75
1780594500,30820.75,30825.75,30813.5,30815
1780594560,30814.75,30820.25,30813,30815.5
1780594620,30816.25,30816.5,30806,30812.5
1780594680,30812,30819.5,30806.5,30818.75
1780594740,30818,30818,30803.75,30804.5
1780594800,30804.5,30810,30800.75,30804.5
1780594860,30804,30815,30801.5,30812.5
1780594920,30812.25,30822,30809.75,30821.5
1780594980,30821.5,30829,30820.75,30823.75
1780595040,30824,30829.75,30819.25,30829.5
1780595100,30829.25,30833.5,30823,30823
1780595160,30823.5,30826,30819.75,30820.75
1780595220,30820.25,30824.5,30815.25,30820.5
1780595280,30821.25,30833.5,30819.75,30832.75
1780595340,30833.25,30833.25,30826.75,30833
1780595400,30833,30835.75,30829.75,30830.25
1780595460,30830,30843.5,30829.75,30841.75
1780595520,30842,30844.5,30839,30839.25
1780595580,30839.25,30841,30834.25,30834.75
1780595640,30834.75,30839.5,30833,30837.75
1780595700,30838.75,30844.25,30832,30844
1780595760,30843.5,30849,30841.75,30844.5
1780595820,30844.75,30848.75,30839.5,30847.75
1780595880,30848,30851.25,30847,30851
1780595940,30851,30852.75,30845.75,30849
1780596000,30848.75,30858.5,30844.75,30851.25
1780596060,30851,30862,30850,30856
1780596120,30856.75,30863.25,30856.5,30861.75
1780596180,30861.75,30864.5,30856.25,30864.5
1780596240,30864,30869.75,30862.25,30868
1780596300,30867.75,30878.25,30867.75,30877.75
1780596360,30877.5,30883.25,30875.5,30879.25
1780596420,30879.5,30883.75,30875.75,30880.75
1780596480,30880.5,30883.75,30871.75,30872.25
1780596540,30872.25,30878.25,30870.25,30877
1780596600,30877.25,30880.5,30868.75,30876.75
1780596660,30875.75,30885.75,30873.75,30884.75
1780596720,30884.5,30888,30881.5,30884.25
1780596780,30884,30887.5,30882,30884.5
1780596840,30884.5,30885.5,30878,30881.5
1780596900,30881.5,30883,30869.5,30873
1780596960,30873.5,30878,30870.5,30872.5
1780597020,30873,30873,30863.5,30867.25
1780597080,30867.75,30883.25,30866.5,30880.75
1780597140,30880.5,30885,30880.25,30880.5
1780597200,30880.25,30881.25,30873.25,30879.25
1780597260,30879,30883.75,30877.5,30879
1780597320,30879.75,30881.25,30870,30871
1780597380,30871,30875.25,30866.25,30868.5
1780597440,30868.75,30872.75,30865.75,30869.5
1780597500,30869.75,30879.25,30868,30877.5
1780597560,30877.5,30884.75,30877,30884
1780597620,30884,30885,30877.75,30879.25
1780597680,30879.25,30882,30873.25,30874.25
1780597740,30874.25,30879.5,30873.25,30875.75
1780597800,30875.75,30880.25,30871.75,30872
1780597860,30871.75,30871.75,30859.25,30860.25
1780597920,30860.5,30865,30859.75,30861
1780597980,30861,30862.75,30851.75,30854.5
1780598040,30854.75,30868.75,30853.25,30868.5
1780598100,30868.5,30870.25,30856.75,30857.25
1780598160,30857.5,30865.25,30853.5,30863.75
1780598220,30864.25,30868.75,30863.75,30865
1780598280,30864.75,30868,30857,30857.5
1780598340,30857,30864,30852.25,30860.25
1780598400,30859.75,30860.25,30847.25,30848.75
1780598460,30848.5,30859,30848.25,30858.75
1780598520,30858.25,30859.5,30853,30856.75
1780598580,30856.5,30864.75,30856,30863
1780598640,30863,30864.5,30856.25,30862
1780598700,30862.25,30863.5,30854.5,30856
1780598760,30856.25,30869.5,30854.5,30868.75
1780598820,30868.5,30876.75,30864.5,30874
1780598880,30873.75,30877.75,30870.75,30877.75
1780598940,30877.5,30878.25,30869.75,30877.25
1780599000,30878,30881.75,30873.5,30875.25
1780599060,30875.25,30881.5,30871.25,30880.25
1780599120,30880.25,30880.5,30874.75,30877.5
1780599180,30877.25,30880.75,30876.5,30879.25
1780599240,30878.75,30880,30867.75,30870
1780599300,30869.75,30872,30859.25,30860.5
1780599360,30861,30866.75,30859.25,30860.75
1780599420,30860.5,30861.5,30849.5,30849.75
1780599480,30849.75,30852.5,30844.75,30846.75
1780599540,30847.25,30851.25,30839.5,30847.5
1780599600,30847.5,30860.5,30843.75,30860
1780599660,30860.25,30861.25,30853,30854.75
1780599720,30854.5,30862.5,30852.5,30857.25
1780599780,30857,30860,30854,30857.75
1780599840,30858.25,30861.75,30852.75,30860.5
1780599900,30861,30875.25,30858.75,30874
1780599960,30873,30873,30867.25,30869.5
1780600020,30870,30876.5,30869.25,30873.25
1780600080,30873.75,30878.25,30866.75,30869
1780600140,30867.5,30870,30859.25,30860.75
1780600200,30860.75,30863.75,30849.25,30849.5
1780600260,30849.75,30852,30842.75,30842.75
1780600320,30843.25,30849.5,30838.5,30839.75
1780600380,30840,30841.25,30835.25,30836.75
1780600440,30837.25,30848.5,30835.75,30844.75
1780600500,30844.75,30845.5,30832,30835
1780600560,30835.5,30836,30828.75,30830.25
1780600620,30830.75,30837,30824,30825.25
1780600680,30825.5,30828.5,30820.5,30823.5
1780600740,30823.75,30834.75,30823.25,30824.5
1780600800,30824.75,30838.25,30824.75,30836
1780600860,30836.25,30836.75,30827.25,30831.75
1780600920,30831.5,30847.75,30830,30846.75
1780600980,30846.5,30857,30844.75,30853.5
1780601040,30853,30861.25,30852.5,30858.75
1780601100,30859,30864.75,30855.5,30863
1780601160,30863.25,30866.75,30860.75,30864.25
1780601220,30864.25,30869.75,30861.25,30869
1780601280,30869.25,30873,30865,30872.25
1780601340,30871.25,30885.5,30869.5,30884.25
1780601400,30883.75,30892.75,30879.25,30892.75
1780601460,30892.25,30892.5,30877.25,30878.25
1780601520,30878.5,30887.75,30878,30885.75
1780601580,30886.25,30886.5,30878.75,30879.5
1780601640,30879.25,30879.5,30868,30877.75
1780601700,30877,30884,30873.25,30883.5
1780601760,30883.25,30886.75,30880.5,30881.75
1780601820,30882.25,30882.75,30872.5,30873.25
1780601880,30873.25,30875.5,30867.75,30869
1780601940,30869.25,30876.75,30866.5,30876.25
1780602000,30876.75,30878.5,30846,30846
1780602060,30846.5,30853.5,30844.75,30849.25
1780602120,30848,30853.25,30841.25,30842
1780602180,30842,30844,30837.5,30840.75
1780602240,30840.5,30844.5,30836,30838.25
1780602300,30837.75,30841,30823.5,30824.5
1780602360,30824,30833.5,30818,30829.75
1780602420,30829.25,30833,30816.75,30817
1780602480,30817.5,30824.25,30816,30818.75
1780602540,30819.25,30832.75,30817,30828.5
1780602600,30827.25,30836.5,30806.5,30808.25
1780602660,30808.75,30816.25,30800.5,30815
1780602720,30815.25,30821,30802.75,30814
1780602780,30814.25,30823.25,30810.5,30812.25
1780602840,30811.75,30819.75,30806.75,30808.25
1780602900,30807.75,30807.75,30783.25,30786
1780602960,30785.5,30792,30779.75,30782.5
1780603020,30782.25,30794,30776.75,30787.25
1780603080,30787.25,30792,30781.25,30790
1780603140,30789.75,30791.75,30770.75,30775
1780603200,30775,30784.5,30774,30774.25
1780603260,30774.5,30775.25,30766,30768
1780603320,30768,30768.5,30754,30756.25
1780603380,30756.75,30765.25,30750.5,30751.5
1780603440,30751.5,30763,30749.5,30754.75
1780603500,30754,30760,30745.25,30746.25
1780603560,30745.75,30759.25,30736.25,30757
1780603620,30756.75,30756.75,30737.5,30744.25
1780603680,30744.75,30756,30744,30747
1780603740,30747.5,30753.75,30743,30752.75
1780603800,30752,30754,30729.25,30736.25
1780603860,30735.5,30742.5,30731.5,30741
1780603920,30740.5,30742,30731.5,30736.5
1780603980,30737,30743.5,30733.75,30743.25
1780604040,30742.75,30749.5,30741,30741.25
1780604100,30741.25,30742.5,30737.5,30739.25
1780604160,30738.25,30749,30735.75,30748.75
1780604220,30748.75,30752.75,30744.75,30746.75
1780604280,30745.5,30746,30735.75,30736.5
1780604340,30736.5,30738.5,30725.75,30727.25
1780604400,30726.5,30730,30722.5,30723
1780604460,30723.25,30724.25,30717.5,30719.75
1780604520,30718.75,30725.25,30716.5,30719
1780604580,30719.5,30724.5,30716.5,30722.75
1780604640,30722.5,30724.25,30716.5,30723
1780604700,30725,30726.25,30696.5,30700.25
1780604760,30701.5,30702,30691.5,30700.5
1780604820,30701.5,30706,30697,30702.75
1780604880,30703,30708.5,30702.25,30705.75
1780604940,30705,30705.25,30699.5,30703.25
1780605000,30702.5,30709.5,30699.25,30707.5
1780605060,30707,30713.5,30706,30706
1780605120,30706.25,30706.5,30698.5,30703.75
1780605180,30704.75,30705,30697.5,30702.75
1780605240,30701.75,30703.5,30698,30703
1780605300,30702.75,30705,30699.25,30700.75
1780605360,30700.5,30702.75,30692.5,30700.5
1780605420,30700,30709.25,30699.25,30706
1780605480,30706.5,30706.75,30697.5,30697.75
1780605540,30698,30704.5,30698,30703.5
1780605600,30703.5,30712.75,30703,30709.25
1780605660,30708.25,30709.75,30702.25,30707.5
1780605720,30707.75,30708.5,30701.5,30701.5
1780605780,30702.25,30704,30699.25,30702.5
1780605840,30702.5,30703,30699,30701
1780605900,30701.5,30705.5,30697.75,30704
1780605960,30704,30705.75,30700,30701
1780606020,30700.75,30700.75,30690,30692
1780606080,30692.75,30695.5,30689.5,30693.75
1780606140,30694.25,30695.5,30687,30689.5
1780606200,30689.5,30693.75,30688,30693.25
1780606260,30692,30702,30690.75,30700.75
1780606320,30702,30706.5,30701.5,30704.75
1780606380,30704.5,30705.75,30700.5,30701.25
1780606440,30701.25,30702.75,30697.75,30698.75
1780606500,30699.5,30704.5,30694.5,30698.25
1780606560,30698,30699.5,30693.5,30696.5
1780606620,30697,30702,30696.5,30702
1780606680,30701.25,30708,30701.25,30706
1780606740,30705.5,30708.5,30689,30689
1780610400,30703.5,30711.5,30682,30699.5
1780610460,30700.25,30705.5,30695,30695.75
1780610520,30694.5,30711.5,30690.5,30708.75
1780610580,30708,30709.25,30695.25,30699.25
1780610640,30699.25,30700,30675.25,30675.25
1780610700,30677,30685,30672.75,30680.25
1780610760,30680,30687.75,30672.5,30679.5
1780610820,30678.75,30680.75,30670.5,30674.5
1780610880,30674,30680,30670.5,30675.5
1780610940,30675.5,30688.5,30675.5,30683
1780611000,30684.5,30684.5,30671,30672.25
1780611060,30673,30675.5,30661.75,30670.75
1780611120,30672.75,30677.5,30667.25,30669.5
1780611180,30669.5,30669.75,30656.5,30658
1780611240,30657.75,30664,30656.5,30660.5
1780611300,30659.25,30660,30654.75,30659
1780611360,30658,30658,30653,30655.75
1780611420,30654.25,30654.75,30649.75,30649.75
1780611480,30651.25,30660.5,30650,30658.75
1780611540,30659.5,30664,30656.75,30661.25
1780611600,30661,30671.25,30660.75,30665.25
1780611660,30665,30673,30664.5,30669.25
1780611720,30669.5,30671.25,30650,30655
1780611780,30656.25,30660.75,30644.5,30646.75
1780611840,30645.5,30647,30623.75,30631.75
1780611900,30632,30632,30605.5,30622.25
1780611960,30622.5,30634,30620.25,30629.25
1780612020,30630.5,30637,30627.25,30633.75
1780612080,30634.25,30637,30630,30630
1780612140,30630,30633.75,30625.5,30631
1780612200,30632,30642.25,30631,30638.75
1780612260,30640,30645.25,30638.75,30641
1780612320,30640.5,30646.5,30638.5,30646.5
1780612380,30646.5,30647.25,30639.75,30640.75
1780612440,30640.5,30640.5,30624.25,30624.25
1780612500,30625.75,30631.25,30623,30628
1780612560,30628,30642,30619,30634.75
1780612620,30635.25,30637.25,30629.75,30632.75
1780612680,30632.75,30636.5,30631.25,30632.25
1780612740,30633.25,30634.25,30628.5,30633
1780612800,30633.75,30635.75,30629,30633
1780612860,30636,30642.75,30634.5,30639.75
1780612920,30640.75,30642.25,30638.75,30641
1780612980,30641.25,30644.5,30637.25,30638
1780613040,30638.5,30639.25,30625.25,30625.5
1780613100,30625.75,30635,30625,30635
1780613160,30635,30636.75,30632.25,30635
1780613220,30635.75,30642.5,30635,30636.5
1780613280,30637.5,30644,30637,30644
1780613340,30644.25,30650.25,30636.5,30639.25
1780613400,30642,30646.25,30641.25,30646.25
1780613460,30645.25,30649.25,30644.5,30647
1780613520,30645.75,30645.75,30639.5,30641
1780613580,30641,30645.5,30640.75,30644
1780613640,30644.25,30650,30643.5,30650
1780613700,30648.75,30649.75,30646.25,30649.5
1780613760,30648.5,30649.5,30645.75,30647.5
1780613820,30647,30649.5,30646.25,30647.75
1780613880,30647.5,30658.5,30647.5,30653.5
1780613940,30652.75,30658.25,30651,30656
1780614000,30655.25,30660.75,30654.5,30659.75
1780614060,30658.5,30660,30653.5,30655
1780614120,30654,30655.75,30645,30647
1780614180,30646.75,30649.75,30639.5,30643
1780614240,30643.75,30648.75,30643.75,30647.5
1780614300,30648.5,30654.75,30640.75,30641.75
1780614360,30642.25,30643,30635,30639.5
1780614420,30639.75,30645.75,30635.5,30644.75
1780614480,30644.5,30644.5,30632.75,30634
1780614540,30635,30636.25,30631.25,30634.75
1780614600,30635.75,30640.25,30633.5,30633.75
1780614660,30634.5,30634.5,30618.25,30622.75
1780614720,30624,30627.5,30613.75,30615.5
1780614780,30614.5,30624,30614.5,30621.25
1780614840,30621,30621.25,30617,30618
1780614900,30618.25,30620.25,30609,30610.25
1780614960,30611.5,30617.5,30611.25,30617
1780615020,30617,30619.5,30615.5,30617
1780615080,30616.75,30617.5,30596.5,30599.5
1780615140,30600,30605.75,30594.5,30599.25
1780615200,30598.5,30601.5,30585.75,30590.5
1780615260,30591,30591.25,30578.5,30584.5
1780615320,30585.5,30595.25,30581.5,30586.25
1780615380,30586,30593.75,30586,30593.5
1780615440,30592.25,30599,30588.5,30588.75
1780615500,30588.5,30599.75,30584.5,30599.75
1780615560,30598.25,30604.75,30596.75,30600.25
1780615620,30600.5,30611,30599.5,30605
1780615680,30605.5,30607.5,30601,30606.25
1780615740,30605.5,30606.75,30598.25,30600
1780615800,30600.5,30601,30583.75,30585
1780615860,30585.75,30599.25,30584.5,30594
1780615920,30593.75,30595.75,30588.75,30592.25
1780615980,30592.5,30594.75,30582.75,30584.5
1780616040,30587.25,30595.5,30587.25,30589.5
1780616100,30589.5,30596.75,30589.5,30595.25
1780616160,30595,30595.5,30588.5,30588.5
1780616220,30587.75,30587.75,30572.5,30577.5
1780616280,30578,30582.5,30574.25,30574.75
1780616340,30575.25,30585,30572.5,30584.25
1780616400,30583.5,30584,30577.5,30581.25
1780616460,30582.25,30585.75,30579.25,30580.5
1780616520,30581,30582,30571,30577.75
1780616580,30578,30580.5,30573.75,30574.25
1780616640,30573,30578.5,30566.5,30571
1780616700,30571.25,30571.25,30563.5,30564.75
1780616760,30566,30570.25,30559,30562.5
1780616820,30562.25,30566.5,30550.25,30551
1780616880,30553,30557.25,30546.25,30546.25
1780616940,30546,30558.75,30544.5,30557.5
1780617000,30556.25,30570.5,30554.25,30567.25
1780617060,30565.5,30569.25,30562.5,30568.25
1780617120,30569,30569.5,30560.75,30561.25
1780617180,30561.5,30572.75,30561.25,30572.75
1780617240,30572.25,30574,30569,30569
1780617300,30568.25,30571.25,30565.75,30569.75
1780617360,30569.25,30570.75,30550.75,30556.5
1780617420,30556.5,30559.25,30555.25,30556.5
1780617480,30555.75,30563.75,30553,30557.5
1780617540,30557.25,30557.5,30552,30553.75
1780617600,30551.75,30553.5,30523.25,30525.75
1780617660,30527.25,30538.75,30521.25,30523.5
1780617720,30523.25,30537.25,30518.75,30532.25
1780617780,30533.5,30542.5,30525.5,30526
1780617840,30526.75,30533.5,30523.75,30531.5
1780617900,30531.5,30540.75,30524.25,30524.25
1780617960,30524.5,30527.25,30513.5,30515.25
1780618020,30514.75,30517.25,30508.25,30508.5
1780618080,30509.5,30517.5,30509.5,30514.5
1780618140,30513.75,30518,30506,30517
1780618200,30514.5,30523.25,30511,30513
1780618260,30512.25,30515,30502.25,30506.5
1780618320,30507,30507,30499.5,30501
1780618380,30501.25,30507.75,30490,30493.75
1780618440,30493.25,30497.75,30488.25,30489.25
1780618500,30489,30505.25,30489,30504.25
1780618560,30504.25,30510,30492.5,30495.25
1780618620,30495,30498.75,30480.5,30490
1780618680,30488.25,30491.25,30484,30486.25
1780618740,30485.25,30492.25,30483.75,30487.25
1780618800,30488.75,30505.75,30488.25,30497.25
1780618860,30497,30497,30485.25,30487.25
1780618920,30486.75,30494,30483.75,30492.25
1780618980,30490.5,30491,30468.75,30484.75
1780619040,30486,30486.25,30466.25,30473
1780619100,30473.75,30477.75,30461.5,30462.75
1780619160,30463.25,30473.5,30458.5,30466.75
1780619220,30467.25,30475.75,30463.5,30474
1780619280,30474.25,30485,30473.5,30484.25
1780619340,30484.75,30487.5,30478.75,30483
1780619400,30483.5,30498,30482.5,30496.25
1780619460,30496.75,30504.25,30491.25,30500.75
1780619520,30500.25,30502.5,30470.75,30470.75
1780619580,30470.25,30484.75,30466.75,30477.75
1780619640,30477.5,30489.5,30474,30486.25
1780619700,30484.75,30497.25,30484.25,30490.25
1780619760,30489.25,30495.75,30473.75,30476.25
1780619820,30476.5,30478,30458.25,30467.75
1780619880,30466,30466,30451,30456.75
1780619940,30456.75,30461,30450.25,30460.5
1780620000,30460,30474,30458.25,30468.25
1780620060,30468,30478,30464.5,30470.75
1780620120,30468.75,30473.5,30466.25,30469
1780620180,30469,30471.5,30462.5,30468.25
1780620240,30470.75,30470.75,30455.75,30456.75
1780620300,30455.5,30459.25,30448,30449.25
1780620360,30450,30474.25,30436,30472.25
1780620420,30472.75,30473.25,30455.5,30457.25
1780620480,30458,30463,30453.25,30460.5
1780620540,30459.75,30460.75,30446,30450.75
1780620600,30451.75,30457,30442.5,30447.5
1780620660,30446.5,30448,30429.75,30436
1780620720,30436.25,30436.75,30420.25,30431.25
1780620780,30431.5,30446.5,30431.5,30440.5
1780620840,30441,30447.25,30437.5,30442.75
1780620900,30441.5,30441.5,30428.75,30430.25
1780620960,30429.25,30433.75,30425.25,30430.75
1780621020,30430.25,30440.75,30429.75,30439
1780621080,30438.25,30446,30436,30441
1780621140,30440.25,30448.25,30432.25,30432.25
1780621200,30433,30442,30426,30428.25
1780621260,30426.75,30430.25,30418.5,30419.75
1780621320,30419,30426.5,30410.25,30421.75
1780621380,30424.75,30425.25,30415.75,30417
1780621440,30415.75,30431.25,30415.75,30430.25
1780621500,30428.75,30435,30423,30424.25
1780621560,30424,30433,30423.75,30428.75
1780621620,30428.5,30443.25,30428.5,30433
1780621680,30431.75,30433.25,30413.5,30420.25
1780621740,30418.75,30421.75,30411.25,30415
1780621800,30414.5,30423.25,30408.25,30411.25
1780621860,30409.75,30418.5,30409,30411.5
1780621920,30412.5,30414.25,30407,30410
1780621980,30409.5,30411,30400.5,30408.75
1780622040,30408.25,30414.75,30404.25,30413.25
1780622100,30413.5,30414,30397.5,30400.5
1780622160,30400.75,30403,30397.25,30402
1780622220,30403,30409.75,30397.25,30406.5
1780622280,30405.75,30416.75,30396.5,30413
1780622340,30412.75,30419.75,30412.25,30415.75
1780622400,30417,30418,30400.75,30403.75
1780622460,30404.25,30410.5,30380.25,30387.25
1780622520,30387,30394.5,30383.25,30387
1780622580,30386.25,30390.75,30379.75,30383.5
1780622640,30382.5,30385.5,30372.5,30384
1780622700,30383.5,30386.75,30347.5,30347.5
1780622760,30347.5,30366.25,30341.75,30364.75
1780622820,30363.75,30376.25,30362.25,30372
1780622880,30373,30378.25,30369.75,30377
1780622940,30377.25,30378.25,30359.5,30374.75
1780623000,30374.5,30391.5,30374,30386
1780623060,30387.5,30400.5,30384.25,30400.5
1780623120,30400,30410,30395.75,30408
1780623180,30408,30408.75,30399.5,30404.5
1780623240,30403.75,30410,30399.75,30404.75
1780623300,30404.25,30415.5,30403.5,30412
1780623360,30412.5,30418.5,30411.25,30417.75
1780623420,30416.75,30428.75,30410.5,30425.25
1780623480,30424.25,30424.75,30414,30418.25
1780623540,30417.5,30422.5,30406,30415.5
1780623600,30415.25,30439.75,30410.5,30436.5
1780623660,30436.5,30437.75,30423.5,30425.75
1780623720,30426.25,30436.75,30423.5,30435.25
1780623780,30434.5,30442,30431.75,30439
1780623840,30439,30439,30424,30436.25
1780623900,30436.5,30445.25,30436.5,30442.5
1780623960,30442.25,30446,30434.75,30436.75
1780624020,30437.5,30442.75,30432.75,30441.5
1780624080,30441.25,30442.5,30433.75,30438.25
1780624140,30439,30439.75,30430.25,30430.25
1780624200,30430.5,30433.25,30422.75,30427.75
1780624260,30427.75,30439.25,30419,30433.25
1780624320,30434.5,30453.75,30434,30451
1780624380,30451,30459.5,30450.75,30458.5
1780624440,30459.25,30464.5,30454.75,30459
1780624500,30458.75,30491.5,30458.75,30482.5
1780624560,30482.25,30482.25,30475,30475.5
1780624620,30476,30485.5,30473.75,30482
1780624680,30481.5,30483.25,30477,30481.25
1780624740,30479,30486,30477.25,30485
1780624800,30486,30486.75,30479.25,30481.75
1780624860,30481,30481.25,30460.25,30465.5
1780624920,30468.5,30479.25,30466.5,30478.25
1780624980,30477.75,30498.25,30477.75,30496.5
1780625040,30497,30498,30485.75,30490.25
1780625100,30490.25,30492.75,30480,30486
1780625160,30484.25,30489.25,30476.25,30479.25
1780625220,30478.5,30487.5,30477.5,30485.75
1780625280,30485.25,30488.5,30480.5,30481.75
1780625340,30481.75,30488.5,30481.25,30486.5
1780625400,30486,30495.5,30484,30492.5
1780625460,30492.75,30501.75,30489,30498.25
1780625520,30497,30504.75,30496.25,30504.75
1780625580,30505,30508.25,30502.25,30504.75
1780625640,30503.75,30503.75,30495.5,30500.5
1780625700,30501.5,30516.25,30501.5,30514.25
1780625760,30514.25,30518.75,30508,30509.25
1780625820,30509.5,30513.75,30508.25,30513
1780625880,30513.5,30514,30509,30510.25
1780625940,30510.5,30510.5,30489.25,30495
1780626000,30494.75,30508.5,30494.25,30502.75
1780626060,30502.5,30514.75,30502.5,30514.75
1780626120,30514.75,30518.25,30513.25,30516
1780626180,30516.75,30521.75,30515.5,30520
1780626240,30519.75,30521.5,30514.5,30519.25
1780626300,30519.5,30525.5,30519,30524
1780626360,30523.5,30529.25,30519.75,30521.5
1780626420,30522.25,30528,30518.5,30526.5
1780626480,30525.5,30526.5,30521.25,30525.25
1780626540,30525.75,30526,30521,30523.75
1780626600,30522.5,30523.5,30513.75,30518.75
1780626660,30519.25,30531.5,30519.25,30530.25
1780626720,30530.5,30531.5,30522.5,30527
1780626780,30527,30527.5,30519.25,30522.5
1780626840,30523.75,30526.5,30521.25,30523.75
1780626900,30523.25,30532.5,30521,30532
1780626960,30532,30538.5,30528.75,30531.25
1780627020,30530.25,30534,30529.75,30532.5
1780627080,30533.5,30535,30527.5,30528
1780627140,30528.5,30531,30521.25,30522.75
1780627200,30522.75,30524.25,30510,30516.5
1780627260,30517.25,30521.5,30515.5,30520.5
1780627320,30519.25,30521.75,30507.75,30507.75
1780627380,30508.25,30512.5,30504.75,30511.5
1780627440,30513.25,30518.25,30510,30511
1780627500,30510.25,30512.75,30505.25,30509
1780627560,30509.25,30515.25,30498.5,30499.75
1780627620,30500.25,30507.5,30498.5,30501.5
1780627680,30501.75,30508.5,30501,30503.75
1780627740,30501.25,30503.25,30497.25,30501
1780627800,30501.75,30508.25,30498.5,30498.75
1780627860,30500,30508.25,30500,30505.5
1780627920,30504,30525.25,30503.25,30523.75
1780627980,30524,30528.5,30515.25,30516
1780628040,30517.25,30517.25,30505.25,30506.25
1780628100,30506.25,30510.25,30506,30507
1780628160,30505,30506.75,30499.75,30503.75
1780628220,30505,30517.25,30503.25,30517.25
1780628280,30517,30517.25,30502,30505.5
1780628340,30504.5,30506.5,30502.5,30503.75
1780628400,30504,30507,30500.5,30503.75
1780628460,30502.5,30508.25,30500.5,30503
1780628520,30501.25,30502.75,30491.75,30494.75
1780628580,30494.25,30500.5,30493.5,30498.75
1780628640,30499,30505.25,30494.5,30498.75
1780628700,30499.25,30499.5,30491.5,30497.5
1780628760,30496.25,30499,30484.25,30487.5
1780628820,30487.25,30488.5,30475.25,30480.25
1780628880,30481.25,30484,30476,30477.5
1780628940,30479.75,30492,30478,30492
1780629000,30491.25,30513,30489.5,30506.5
1780629060,30505.25,30513,30496.25,30508
1780629120,30506.75,30512.25,30500,30504.25
1780629180,30504.75,30506.25,30500,30505.25
1780629240,30504.25,30504.25,30496,30501
1780629300,30500.75,30503.25,30495,30499.5
1780629360,30502.25,30519,30502,30515.5
1780629420,30515.75,30518,30508.75,30510
1780629480,30512.75,30512.75,30505.25,30508
1780629540,30506.5,30506.5,30500,30502.25
1780629600,30500.5,30501.5,30497,30499.25
1780629660,30497.75,30498.25,30493,30493.25
1780629720,30492.5,30493,30486.5,30490.5
1780629780,30493.5,30500.25,30493.5,30496
1780629840,30496.25,30506,30493.5,30504
1780629900,30504,30511.25,30502.25,30505
1780629960,30503.75,30505.25,30492.5,30492.75
1780630020,30494,30494,30485.75,30488.75
1780630080,30489.5,30489.5,30479.5,30481.5
1780630140,30481.75,30487.25,30475.25,30478
1780630200,30477.25,30485,30467.75,30484.5
1780630260,30483.75,30497.75,30483.5,30491.5
1780630320,30490.25,30494.75,30482.5,30482.5
1780630380,30481.5,30483.25,30474,30477.75
1780630440,30476.25,30482.25,30474.5,30480
1780630500,30481,30481,30472,30473
1780630560,30472.75,30474.5,30468.5,30471
1780630620,30471.75,30482,30470.5,30474
1780630680,30473.5,30475.25,30466.75,30471.5
1780630740,30471.25,30481.25,30471.25,30477
1780630800,30475.75,30486.25,30475,30477.75
1780630860,30478,30480.25,30470.75,30473.5
1780630920,30472.75,30477.5,30469.25,30475.5
1780630980,30475.5,30479.25,30471.5,30476.5
1780631040,30476.25,30477.75,30469.5,30471.25
1780631100,30472.25,30474.25,30469.75,30471.75
1780631160,30473.25,30473.25,30462.75,30464.25
1780631220,30463.75,30470.25,30462.25,30465.25
1780631280,30466,30466.25,30457.75,30458.5
1780631340,30458.75,30460,30454.25,30455.25
1780631400,30455.75,30462.5,30453.5,30455.5
1780631460,30454.75,30458,30450.5,30455
1780631520,30453.75,30454,30446.5,30447.75
1780631580,30448.5,30449.5,30441,30441.5
1780631640,30441.25,30446.5,30435.5,30444.25
1780631700,30444.25,30460.5,30444.25,30459
1780631760,30457.75,30465.75,30455.25,30458.75
1780631820,30458.5,30459.5,30448.5,30448.5
1780631880,30448.5,30455.5,30444.75,30455.5
1780631940,30456.25,30456.25,30445.5,30452.5
1780632000,30452.75,30460.25,30445.5,30446.25
1780632060,30447.75,30461.5,30447.75,30458.25
1780632120,30457,30459.75,30454.75,30459.5
1780632180,30459.5,30464.5,30456.5,30456.5
1780632240,30456.25,30461.25,30449.5,30457.5
1780632300,30456,30467.5,30455.5,30465.25
1780632360,30463,30478.5,30462.5,30472.25
1780632420,30473.5,30477.25,30465.75,30468.75
1780632480,30470,30476,30465.5,30467.25
1780632540,30467.5,30473.75,30467.25,30473.75
1780632600,30474.25,30475.5,30467.5,30472
1780632660,30469.75,30470.25,30460.5,30466.25
1780632720,30468,30475.25,30465.25,30465.75
1780632780,30464.75,30465.75,30458.25,30461
1780632840,30461,30474.75,30460.25,30474.25
1780632900,30475,30483.75,30471,30480.75
1780632960,30479.75,30484.75,30477.5,30479
1780633020,30481,30487.25,30477.5,30479.75
1780633080,30479.5,30480.5,30468.5,30476
1780633140,30477.25,30477.5,30464.25,30465.25
1780633200,30466.5,30473,30466.5,30467.5
1780633260,30471.25,30471.5,30467.25,30469
1780633320,30469.25,30473.25,30467.75,30467.75
1780633380,30470,30477.75,30465,30477
1780633440,30478.25,30480.75,30473,30473.25
1780633500,30471,30489.5,30470.75,30487.25
1780633560,30486.75,30493.75,30481.75,30483.25
1780633620,30483.5,30487.25,30475.25,30480.5
1780633680,30480,30481,30470,30473
1780633740,30474.75,30477.5,30465.75,30466.5
1780633800,30467.75,30470.5,30453,30464
